"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","target"
34721,2017,2,14,16,228,228,70,86,54,4.7,1026.9,-4.1,0,"SSE",1.5,2700
11374,2014,6,17,21,55,55,2,48,82,19.2,999.6,18.4,0,"NNE",1.5,900
13874,2014,9,30,1,15,36,6,22,27,11.8,1025.3,2.8,0,"SSE",1.8,400
14483,2014,10,25,10,289,289,5,98,4,17,1004.7,12.5,0,"E",1.1,2400
20904,2015,7,19,23,79,79,2,47,53,22.7,1003.4,20.8,0,"NNE",0.5,1000
4134,2013,8,20,5,95,150,22,45,96,25.4,1006.4,21.3,0,"E",1.1,1300
6247,2013,11,16,6,52,141,18,22,42.6258,8.7,1008.9,-6.3,0,"NW",1.7,400
21866,2015,8,29,1,29,73,2,38,68,23.3,1001.9,15.4,0,"ENE",0.7,700
29074,2016,6,24,9,8,18,3,39,50,28.7,1003,5.5,0,"NNW",2,400
21686,2015,8,21,13,14,20,2,21,157,32.2,1000.2,11.4,0,"WSW",1.9,400
25278,2016,1,18,5,5,30,3,9,61,-11.5,1023.2,-28.1,0,"NW",4.9,200
29830,2016,7,25,21,21,21,2,24,74,27.4,994.7,23.6,0,"NNW",0.9,500
30319,2016,8,15,6,6,49,2,19,70,23.4,1000.2,17.2,0,"SSW",1.9,500
174,2013,3,8,5,294,320,78,180,102,3.4,1001,-2,0,"WNW",0.2,4200
14952,2014,11,13,23,45,94,12,82,6,4,1020,-9.8,0,"WNW",0.7,800
11624,2014,6,28,7,16,16,6,56,27,27.3,1002.8,11.7,0,"NE",2,400
30185,2016,8,9,16,60,80,8,21,207,31.9,1002.3,22.3,0,"SSE",2.6,1600
26474,2016,3,8,1,7,31,2,7,53,0.1,1025.7,-21.5,0,"NE",4.1,1300
17024,2015,2,8,7,8,15,19,24,64,-7,1030,-25.2,0,"NNE",1.5,400
12119,2014,7,18,22,102,182,2,49,109,29.4,999.9,25.6,0,"WSW",0.7,900
12135,2014,7,19,14,52,63,2,7,158,36.1,1003,22.3,0,"SSW",2.4,500
19694,2015,5,30,13,55,70,12,21,204,28.3,1003.2,11.8,0,"SSW",3,1100
34322,2017,1,29,1,300,401,81,82,2,-2.825,1018.25,-5.4,0,"NE",1.2,400
19736,2015,6,1,7,108,191,10,61,38,26,996.8,18.7,0,"NE",0.7,1200
3138,2013,7,9,17,25,56,3,45,51,23.5,997.5,22.8,0.2,"S",0.6,500
34624,2017,2,10,15,3,26,2,9,101,5.4,1022.2,-22.8,0,"NNW",4.4,200
22854,2015,10,9,5,10,23,2,30,2,3.7,1001.9,2.5,0,"NW",0.9,300
16184,2015,1,4,7,116,119,50,79,2,-4,1010,-16.3,0,"N",1.3,2300
1093,2013,4,15,12,56,127,49,29,108,17.9,993.7,-3.6,0,"SSW",3.6,900
32779,2016,11,25,18,224,344,32,140,7,3.4,1016.4,-8.3,0,"SSW",2.3,3000
21007,2015,7,24,6,50,69,2,71,6,23,998,20.7,0,"NNE",0.9,900
15904,2014,12,23,15,34,45,21,24,59,8.4,1023,-16,0,"SE",1.4,600
26871,2016,3,24,14,13,21,3,15,91,14.2,1024,-13.9,0,"NE",3.8,300
28413,2016,5,27,20,85,119,32,39,129,24.4,1003.8,8.8,0,"SW",3.2,1300
19941,2015,6,9,20,93,137,22,49,150,24.2,997.4,15.7,0.2,"ENE",1,1700
27428,2016,4,16,19,21,29,2,16,80,16.2,1002.2,-6.2,0,"NW",4.1,300
26954,2016,3,28,1,59,124,18,65,22,14.9,1009.7,-8.6,0,"SSW",2.4,600
6679,2013,12,4,6,36,40,46,56,2.9988,-2.9,1011.7,-9.6,0,"S",0.5,1100
23462,2015,11,3,13,221,230,43,130,37,16.3,1018.3,4,0,"SW",2.4,2100
10924,2014,5,30,3,106,106,18,65,73,23.4,998.8,12.7,0,"ENE",1.2,1400
17212,2015,2,16,3,214,238,79,87,2,-2,1014,-7.9,0,"WSW",1.5,3800
10591,2014,5,16,6,90,304,11,118,2,17,1001.2,11,0,"NE",1.3,900
22891,2015,10,10,18,5,31,2,31,40,13.8,1012.2,-6.5,0,"WNW",4.2,400
26994,2016,3,29,17,24,74,6,27,102,22,1008.2,-4.2,0,"SW",2.9,300
25359,2016,1,21,14,145,145,36,69,21,-3.8,1027.7,-9.6,0,"ESE",2.4,2500
16608,2015,1,21,23,31,41,24,69,2,-5,1026,-16.5,0,"WSW",1.2,1000
3804,2013,8,6,11,159,116,6,70,114,32.3,993.2,25.4,0,"SSW",0.8,1600
30757,2016,9,2,12,3,6,3,15,48,27.4,993.3,13.3,0,"N",1.8,200
31959,2016,10,22,14,11,11,2,20,39,14,1017.7,4.3,0,"ENE",1.3,400
3721,2013,8,3,0,82,112,5,82,57,22.7,1002.4,20.4,0,"WSW",0,900
16797,2015,1,29,20,13,30,10,31,59,0,1028,-18.7,0,"NNW",2.1,400
21738,2015,8,23,17,13,43,2,25,90,21.3,1001.3,20.5,0,"SW",0.6,600
12089,2014,7,17,16,184,195,5,33,136,28.1,1001.1,22.3,0,"E",1.2,2700
34504,2017,2,5,15,8,8,2,8,93,9,1010.8,-19,0,"SSE",2.8,200
11476,2014,6,22,3,8,5,2,8,73,16.8,1000.4,14.3,0,"N",1,100
15629,2014,12,12,4,4,16,6,8,43,-1.6,1031,-20.6,0,"NNW",5,200
15221,2014,11,25,4,79,86,2,48,4,-1,1019,-2.4,0,"E",0.8,2000
10249,2014,5,2,0,41,46,3,21,66,13.4,1004.4,-0.3,0,"NW",3,400
33022,2016,12,5,21,13,29,2,55,26,0.3,1027.4,-14.9,0,"WSW",0.7,500
25677,2016,2,3,20,54,69,26,47,42,2.3,1021.2,-17.8,0,"NW",2.2,1200
8089,2014,2,1,0,143,147,51,53,6,1.8,1012.8,-3.1,0,"WSW",0.9,1600
119,2013,3,5,22,235,238,123,185,48,4.3,1010.7,-4.2,0,"E",0.8,3299
23547,2015,11,7,2,11,19,2,21,35,1.3,1023.9,0,0.9,"NE",0.3,400
19835,2015,6,5,10,51,89,9,65,69,25.1,993.2,12.7,0,"SE",1.2,8000
7658,2014,1,14,1,153,168,104,102,11,-7.1,1029.2,-16,0,"NE",0.6,3100
8635,2014,2,23,18,200,278,142,107,1,2.8,1023.6,-2.7,0,"NE",1.6,4200
10769,2014,5,23,16,57,143,12,23,183,30.8,1002.7,11.2,0,"WSW",3.6,400
17884,2015,3,16,3,174,254,52,76,23,7.5,1008,-4.9,0,"E",1.6,1600
19164,2015,5,8,11,30,76,6,18,83,21.1,1000.6,1.9,0,"N",4.3,600
28176,2016,5,17,23,49,111,4,42,96,24.7,1006.7,10.6,0,"SSW",4.1,500
15638,2014,12,12,13,11,94,7,11,58,3.1,1019,-21.1,0,"WNW",3.3,300
7429,2014,1,4,12,130,133,50,69,10,0.7,1017,-4.5,0,"NNE",0.5,2200
24641,2015,12,22,16,408,443,52,147,3,-1.6,1022.3,-2.7,0,"ESE",2.5,6800
31591,2016,10,7,6,36,36,2,33,14,13,1013.3,12.1,2.8,"E",0.9,1100
10615,2014,5,17,6,66,208,17,109,3,17.5,1007.1,9.6,0,"W",0.5,1200
17828,2015,3,13,19,25,49,6,59,60,9.5,1018.2,-19.6,0,"SSE",1.2,600
32124,2016,10,29,11,16,27,3,43,19,10.3,1028.8,-3.4,0,"SW",1.1,500
11105,2014,6,6,16,5,5,2,2,77,19.9,996,14.9,0,"NNE",1.4,200
2420,2013,6,9,19,15,15,3,68,29,16.6,1006.4,16.1,0,"ENE",0.7,400
22297,2015,9,16,0,118,164,4,137,2,15.7,1013.2,14.7,0,"E",0.6,1400
30948,2016,9,10,11,10,24,2,44,42,27.7,1007,10,0,"NE",2,400
30362,2016,8,17,1,29,35,2,15,38,24.9,995,20.2,0,"NE",1,1400
16866,2015,2,1,17,85,110,50,76,13,3,1028,-16.7,0,"W",1.3,1500
23252,2015,10,25,19,42,79,12,71,7,12.4,1020.7,-1.5,0,"SSE",1,900
7569,2014,1,10,8,50,72,58,84,9,-5.3,1024,-19.4,0,"ESE",0.7,3100
14656,2014,11,1,15,11,12,3,22,60,15.8,1008,-7.8,0,"NNW",1.9,300
30585,2016,8,26,8,3,12,2,5,49,22.3,1010,8.8,0,"W",1.3,200
9497,2014,3,31,16,103,62,25,48,106,20.6,1005.9,4.2,0,"WNW",4.2,1100
17049,2015,2,9,8,98,98,38,62,7,-8,1027,-23,0,"ENE",0.7,1800
17340,2015,2,21,11,172,172,16,45,13,1,1006,-0.9,0,"SSW",1.2,2200
6321,2013,11,19,8,17,26,7,28,18.8496,2.2,1023.8,-14.5,0,"ENE",3.2,500
11678,2014,6,30,13,65,107,18,26,270,34.7,995.8,17,0,"SSE",3.4,1200
33245,2016,12,15,4,55,56,18,79,2,-5.2,1025.9,-12.2,0,"NNE",0.7,1800
29061,2016,6,23,20,96,104,6,40,198,29.1,998.4,18.5,0,"SW",2.8,1100
34563,2017,2,8,2,118,120,16,100,2,-3,1026.3,-7,0,"NE",1.2,2400
6136,2013,11,11,15,47,105,22,52.7621,33.4152,11.3,1019.4,-7.5,0,"SW",2.5,700
12735,2014,8,13,14,46,46,2,29,71,21.5,999.3,19.1,0.1,"SW",1.5,800
31801,2016,10,16,0,176,176,4,106,2,14.6,1015.8,13.3,0,"SSW",0.9,1800
27553,2016,4,22,0,58,219,2,2,100,17.5,998.9,-14.5,0,"NW",2.3,200
16296,2015,1,8,23,222,287,80,159,2,-1,1022,-11.2,0,"ENE",2.1,4700
27618,2016,4,24,17,143,259,43,32,187,24.2,1002.4,8.6,0,"SW",4.5,1100
6565,2013,11,29,12,34,50,22,52.3515,26,12.8,1014.6,-14.1,0,"W",2.3,1000
11223,2014,6,11,14,8,8,2,13,123,28.3,1004.2,12.2,0,"ESE",2.6,400
8270,2014,2,8,13,14,6,17,12,62,1.3,1021,-13.2,0,"NW",3.5,500
4412,2013,8,31,19,11,34,2,31,72,23.6,1005.9,13.2,0,"WSW",1.5,200
28695,2016,6,8,14,71,71,2,27,185,29.4,998.1,16.6,0,"S",2.3,900
1901,2013,5,19,4,52,54,12,28,76,16.1,992.4,11.9,0,"SE",1.9,600
28874,2016,6,16,1,18,30,2,68,23,19.9,996.1,14.5,0,"NE",0.6,500
7159,2013,12,24,6,210,264,87,118,1,-4.9,1030,-10.9,0,"NE",1.2,7000
29930,2016,7,30,1,159,159,2,19,82,27.8,998.6,25.6,0,"ESE",1.4,2800
24543,2015,12,18,14,26,36,13,37,62,6,1029.4,-10.7,0,"NE",2.8,900
30195,2016,8,10,2,55,97,3,43,31,26.5,999.5,23.8,0,"SW",0.8,800
17815,2015,3,13,6,81,89,30,64,11,-1.7,1011.1,-13.9,0,"NNE",0.8,1600
32343,2016,11,7,14,6,6,2,6,66,12.3,1025.7,-8.8,0,"NW",5.2,100
24187,2015,12,3,18,7,7,2,29,33,-0.5,1022.8,-14.1,0,"WNW",6.4,600
29747,2016,7,22,10,94,94,2,38,100,28.9,997.2,23.6,0,"E",1.2,1100
27317,2016,4,12,4,58,74,2,69,2,7.4,1005.1,4.9,0.1,"E",1.5,800
20104,2015,6,16,15,106,106,12,31,298,32.8,998.2,12.9,0,"S",3,1100
32747,2016,11,24,10,82,129,20,54,11,0.1,1027.3,-11.3,0,"NE",1.3,1300
33709,2017,1,3,12,144,144,39,92,28,4.3,1018.6,-9.8,0,"NW",0.6,3100
9946,2014,4,19,9,63,95,27,85,23,14.8,1018.1,-0.5,0,"SSW",1.9,1100
1606,2013,5,6,21,119,228,33,43,174,21.7,1008.6,13.3,0,"WSW",1,1000
22622,2015,9,29,13,32,32,2,20,33,16.1,1026.6,11.5,0,"NE",1.2,600
12750,2014,8,14,5,23,23,2,43,15,17.1,1004.7,16.6,0,"ESE",0.6,800
34381,2017,1,31,12,82,82,26,26,70,1.5,1024.8,-22.4,0,"E",0.9,1400
4763,2013,9,15,10,20,64,5,42,26,23.2,1010.6,6.5,0,"NNE",2.1,300
20495,2015,7,2,22,14,37,4,38,34,21.7,1000.7,10.8,0,"ENE",0.8,200
12310,2014,7,26,21,65,65,8,30,166,29.4,1003.1,18.5,0,"SW",2.5,600
19094,2015,5,5,13,65,160,11,71,87,25,999.9,2.4,0,"NNW",1,800
30695,2016,8,30,22,42,106,2,72,86,22.1,995.6,16.8,0,"ENE",0.3,900
4737,2013,9,14,8,35,51,1,20,5,21.3,1000.4,19.2,0,"NNW",1.2,900
30398,2016,8,18,13,45,45,2,55,8,22.9,996.6,22.2,0.4,"ENE",2.1,2100
21126,2015,7,29,5,55,55,2,25,82,25.4,996.6,23.1,0,"ENE",0.9,700
25508,2016,1,27,19,88,117,32,85,2,-2.5,1017.6,-17.4,0,"NE",0.5,1700
20350,2015,6,26,21,86,86,5,19,158,20.3,997.1,18.6,5.2,"WSW",1.6,1200
11956,2014,7,12,3,11,26,2,33,38,22.5,997.4,16.1,0,"E",0.8,400
19211,2015,5,10,10,50,82,32,56,36,10.2,1007.4,4.6,0,"E",2.9,2300
18591,2015,4,14,14,52,59,6,45,135,24.8,1001.3,-3.6,0,"WSW",2.8,700
20695,2015,7,11,6,128,154,13,37,45,23.8,1004.8,20.3,0,"E",0.9,1400
19903,2015,6,8,6,12,22,17,15,35,16.8,998.2,9,0,"SSW",1.1,400
17357,2015,2,22,4,97,649,4,7,57,-5,1020,-25.1,0,"NW",7.3,200
2230,2013,6,1,21,178,213,6,105,63,23.5,1000.3,7.6,0,"ESE",0.6,800
20003,2015,6,12,10,9,9,2,9,95,26.3,991,7.8,0,"WNW",1.9,800
30252,2016,8,12,11,96,96,2,25,92,33.4,1000.5,26.4,0,"WSW",2.8,1000
16118,2015,1,1,13,68,77,43,49,48,2,1021,-22,0,"SSW",3.5,1600
26720,2016,3,18,7,382,382,20,108,11,5.2,1003.6,2.2,0,"N",0.7,3200
1513,2013,5,3,0,86,144,40,98,31,16.5,1006.8,4.8,0,"ENE",1,1100
2931,2013,7,1,2,239,193,3,76,8,24.4,992.8,23.2,0,"N",0,2299
33547,2016,12,27,18,38,81,8,57,29,1.1,1028.4,-12.7,0,"SW",3.2,900
23444,2015,11,2,19,81,123,12,114,4,9.5,1016.8,2.1,0,"SE",0.2,1300
6518,2013,11,27,13,13,66,5,10,44,-0.9,1017.7,-26,0,"NW",6.4,300
3839,2013,8,7,22,14,13,5,15,61,23.9,993,19.4,0,"NNW",0.7,500
7353,2014,1,1,8,25,104,24,56,20,4.9,1011.2,-13,0,"W",1.5,500
25202,2016,1,15,1,140,151,26,102,3,-5,1014.6,-14.1,0,"NW",0.8,3700
11865,2014,7,8,8,142,166,13,57,47,28.8,996.8,23.9,0,"NE",1.8,1000
24420,2015,12,13,11,150,150,22,65,6,1.3,1019.4,-4.4,0,"SSE",1,2500
8836,2014,3,4,3,254,265,71,111,8,4.8,1016.5,-7.4,0,"NE",2.2,4800
5203,2013,10,3,18,110,117,33,107.9878,39,15.1,1010.8,13,0,"SW",1,2100
30979,2016,9,11,18,21,30,2,11,71,19.7,1005.5,18.2,0,"WNW",0.7,700
32214,2016,11,2,5,56,71,2,52,2,-1.6,1018.6,-5.5,0,"NW",0.7,1100
26772,2016,3,20,11,84,140,14,72,33,15.1,1019.6,-2.8,0,"E",0.7,1200
12177,2014,7,21,8,12,50,2,16,64,26.4,999.6,20.5,0,"NNE",1.6,400
16491,2015,1,17,2,15,15,17,25,36,-4,1026,-17.6,0,"NNE",2,700
15220,2014,11,25,3,65,86,2,57,3,0,1023,-1.9,0,"E",1.3,1700
19012,2015,5,2,3,33,34,2,43,24,14.5,1006.4,12.4,0,"E",1,600
26053,2016,2,19,12,16,32,2,8,84,5,1024.1,-16.8,0,"WNW",5.9,400
13820,2014,9,27,19,32,57,2,57,79,17.7,1010.5,14,0,"S",0,500
11965,2014,7,12,12,8,8,2,7,112,32,998.8,10.7,0,"NE",2,200
25176,2016,1,13,23,61,61,15,32,15,-8.5,1013.7,-18.3,0,"SSE",0.8,1500
10556,2014,5,14,19,23,27,5,53,74,19.5,999.8,-4.1,0,"S",1.5,300
21686,2015,8,21,13,9,47,5,5,118,31.1,995.7,14.3,0,"SE",2.3,400
3861,2013,8,8,20,59,100,5,23,167,30.7,997.3,22.6,0,"WNW",3.9,800
2895,2013,6,29,14,169,184,5.4264,52.7621,27,24.8,999.1,21.9,0,"NE",1.2,2100
15115,2014,11,20,18,311,378,11,160,6,3,1011,-0.1,0,"WNW",0.7,3700
33689,2017,1,2,16,26,26,7,48,62,7.4,1015.2,-11.9,0,"SW",1.6,800
32512,2016,11,14,15,3,51,2,17,72,12.9,1018.6,-18.1,0,"NW",4.9,300
12111,2014,7,18,14,182,182,4,48,210,32.8,1000,24.8,0,"WSW",2.1,1900
13585,2014,9,18,0,52,59,2,60,2,13.2,1017.3,12.3,0,"NE",1,800
26740,2016,3,19,3,201,226,43,53,63,8.3,1015.9,-1,0,"ENE",0.4,2800
18287,2015,4,1,22,73,88,3,51,35,8.1,1006.6,2.7,0.5,"WNW",0.9,700
21912,2015,8,30,23,37,44,2,51,6,21.2,1008.6,18.2,0,"NW",1.2,1400
6650,2013,12,3,1,74,77,87,58,8,6.5,1012.1,-10.7,0,"N",1.7,1400
33660,2017,1,1,11,274,277,9,99,3,-1.9,1016.4,-8.6,0,"SSE",1.3,4400
12102,2014,7,18,5,137,113,2,11,55,25.9,998.8,21.3,0,"ESE",2.6,1800
15627,2014,12,12,2,4,9,4,8,53,-1,1022,-20.6,0,"NNW",3.8,300
24097,2015,11,30,0,392,392,29,127,2,-2,1019.6,-3.7,0,"WSW",0.5,6100
32055,2016,10,26,14,4,6,2,9,84,16.5,1014.6,-8.7,0,"ESE",1.9,200
5104,2013,9,29,15,182,201,9,50,16,19.6,1014.5,14.4,0,"N",1,1500
22201,2015,9,12,0,12,12,2,76,9,16.4,1011.6,9.1,0,"WNW",3,600
4567,2013,9,7,6,95,104,12,77,1,18.6,1012.3,18.1,0,"ENE",1.1,1800
23736,2015,11,14,23,407,407,11,79,3,7.8,1014.2,6.6,0,"NNE",0.5,5900
10570,2014,5,15,9,30,99,5,58,15,22.7,992.4,1.1,0,"SSE",2.1,500
847,2013,4,5,6,100,65,4,19,8,6,1007.7,5.3,0,"ESE",0.6,1700
1668,2013,5,9,11,15,21,7,17,98,17.8,1007.3,11.1,0,"E",1.8,300
20184,2015,6,19,23,16,26,3,53,11,17.2,1007.1,15.9,0,"SW",0,900
2532,2013,6,14,11,139,173,3,38,127,28.7,1005.7,16.9,0,"SSE",2.7,1300
12041,2014,7,15,16,60,60,8,25,205,31.3,995.6,19.3,0,"SW",2.7,600
19206,2015,5,10,5,32,42,8,32,43,11.9,1011.4,5.3,0,"E",1.2,800
4924,2013,9,22,3,45,45,1,11,31,19,1006.8,16.2,0,"NNW",0.2,700
32378,2016,11,9,1,90,141,11,86,3,1.1,1029.7,-1.3,0,"SW",0.1,1700
34921,2017,2,23,0,12,12,4,10,69,0.7,1021,-13.8,0,"NE",2.7,400
3620,2013,7,29,19,48,115,10,81,146,27.9,993.5,22.8,0,"WSW",1.4,700
24047,2015,11,27,22,276,276,16,98,4,-3.9,1023.3,-7.2,0,"NE",1.1,3300
8284,2014,2,9,3,8,6,7,10,62,-8.9,1034,-21.3,0,"NE",0.6,300
19203,2015,5,10,2,33,33,10,55,35,12.2,1012.7,4.9,0,"E",0.7,800
5006,2013,9,25,13,7,23,6,15,67,23.8,1015.1,-1.2,0,"SW",2.7,500
230,2013,3,10,13,30,41,16,38,56,12.2,1022.2,-15.5,0,"WSW",3.1,700
1530,2013,5,3,17,59,93,11,27,170,21.4,1006.1,5.3,0,"S",4.7,700
2292,2013,6,4,11,183,265,20,43,101,18.4,1004.4,18.4,3.7,"E",1.7,2399
7340,2013,12,31,19,17,82,5,31,49,7.8,1009.9,-17.3,0,"WNW",4.6,600
7329,2013,12,31,8,41,185,13,54,13,6.4,1006.8,-13.8,0,"WNW",5.3,700
10695,2014,5,20,14,8,8,2,10,118,30.9,994.1,5.3,0,"ESE",2,300
27653,2016,4,26,4,72,149,35,52,56,14,1012.7,3.4,0,"ENE",1.7,1800
27795,2016,5,2,2,41,41,4,33,76,22.5,999.6,8.9,0,"NNW",2.3,2000
799,2013,4,3,6,153,201,31,105,2,8.9,1004.4,-0.7,0,"NE",1.6,1899
16910,2015,2,3,13,99,99,42,46,55,7,1023,-11.2,0,"N",3.2,1200
24518,2015,12,17,13,67,72,28,56,25,1.9,1027.7,-14.7,0,"W",2,1200
24811,2015,12,29,18,400,432,53,197,17,-0.4,1022.8,-5,0,"E",0.8,5600
7319,2013,12,30,22,84,121,66,96,1,-0.1,1008.4,-15.2,0,"SSW",1,1700
9663,2014,4,7,14,105,134,25,64,122,24.7,1007.8,0.2,0,"S",2.2,700
27197,2016,4,7,4,219,312,9,127,2,9.6,1002.7,8.2,0,"WSW",0.8,2300
31276,2016,9,24,3,13,13,2,13,30,17.2,1002.3,16.2,0,"N",1.4,300
24450,2015,12,14,17,22,22,7,24,52,4.1,1018.4,-8,0,"NW",5.1,400
33955,2017,1,13,18,14,50,7,52,26,-1.14,1017,-21.1,0,"NW",1,700
2941,2013,7,1,12,187,177,28,62,17,25.8,995.6,23.8,0,"NNE",1.4,3000
7177,2013,12,25,0,278,312,125,140,1,-4.2,1023.7,-9.2,0,"ENE",0.9,6200
13903,2014,10,1,6,57,90,6,64,2,11.9,1012.3,6.6,0,"ENE",1.5,800
22664,2015,10,1,7,3,5,2,6,68,15,1005.6,-1.2,0,"NNW",2.5,300
16722,2015,1,26,17,6,6,2,6,67,2,1027,-22.8,0,"NNE",1.3,700
27573,2016,4,22,20,17,216,2,35,67,20.9,1005.4,-11.9,0,"NNW",1.4,300
6041,2013,11,7,16,44,68,19,40,45.8388,11.5,1012.7,-4.7,0,"SSW",1,600
32872,2016,11,29,15,83,128,55,79,6,4.3,1030.2,-3.5,0,"SE",1.2,2500
32624,2016,11,19,7,132,132,16,67,2,9.2,1012.2,0.9,0,"NW",2.3,2000
24835,2015,12,30,18,14,14,5,45,32,3.8,1027.4,-10.7,0,"NW",2.7,500
17055,2015,2,9,14,82,82,35,73,42,5,1019,-21.2,0,"SW",1.4,1500
21901,2015,8,30,12,22,28,6,12,70,22.8,1003.5,16.6,0,"ENE",1.4,700
22557,2015,9,26,20,59,125,12,73,118,23.1,1008.3,10.2,0,"SSW",2,1000
14209,2014,10,14,0,54,54,10,89,2,4.9,1017.4,3.6,0,"E",0,900
34982,2017,2,25,13,5,10,4,9,88,13.3,1015.6,-11.3,0,"NW",2.5,300
27925,2016,5,7,12,27,27,2,13,108,24.3,1014.4,-9.3,0,"SE",1.7,200
17391,2015,2,23,14,46,108,14,19,89,5,1012,-16.2,0,"WSW",3.5,500
25334,2016,1,20,13,141,156,92,81,14,-4.5,1029.7,-14.9,0,"E",2.1,4400
24949,2016,1,4,12,12,12,5,11,64,0.5,1026.5,-15.5,0,"NNE",3.6,400
30306,2016,8,14,17,15,51,2,12,128,33.7,996.4,19.4,0,"W",1.1,300
17464,2015,2,26,15,13,20,4,7,84,6,1020,-22.3,0,"NW",2.4,300
26934,2016,3,27,5,6,13,3,31,26,11.2,1016.7,-12.3,0,"NW",1.2,400
4338,2013,8,28,17,96,47,11,76,60,25.2,994.1,22.9,0,"E",0.8,2300
26547,2016,3,11,2,25,103,19,70,6,-1.7,1023.6,-15.9,0,"NNE",0.6,900
23640,2015,11,10,23,158,158,6,56,2,5.9,1024.6,4.5,0,"WSW",1.3,1500
3542,2013,7,26,13,18,63,3,81,6,23.7,996.3,21.6,0,"NE",0,2400
22696,2015,10,2,15,19,65,2,29,130,26.1,1004.3,5.1,0,"SW",3.5,400
11792,2014,7,5,7,156,156,3,63,21,25.9,1004.1,21.6,0,"ESE",1.5,1300
9893,2014,4,17,4,113,169,71,82,28,14,1007.6,5.1,0,"SW",1.6,1600
24764,2015,12,27,19,66,66,6,59,12,-7.7,1028.4,-13,0,"NW",1.4,1400
21222,2015,8,2,5,36,36,2,28,35,23,999.8,22.7,0.4,"E",0.5,900
17157,2015,2,13,20,174,214,49,152,2,1,1011,-8,0,"SSW",0,2400
29153,2016,6,27,16,94,123,5,50,181,26.7,995.8,18,0,"NW",0.7,900
1469,2013,5,1,4,27,88,9,65,35,10.1,1010.2,-0.7,0,"N",0.2,600
28354,2016,5,25,9,8,31,2,24,84,21.6,1003.5,5.1,0,"WNW",2.9,400
31090,2016,9,16,9,177,177,4,57,31,23.7,1009.3,20.4,0,"ENE",1.2,1200
22937,2015,10,12,16,16,53,2,21,94,25.2,1014.5,-0.8,0,"WSW",3,300
19673,2015,5,29,16,35,47,3,22,179,29.4,999.4,12.3,0,"S",3.3,400
25178,2016,1,14,1,36,62,18,84,2,-6.3,1018.5,-17.1,0,"SSW",0.7,1700
16265,2015,1,7,16,66,90,54,58,30,2,1026,-19.9,0,"ESE",1.3,2000
24542,2015,12,18,13,26,46,15,39,43,5.5,1029.7,-10.7,0,"NE",2.7,700
1575,2013,5,5,14,243,244,69,61,164,27.3,1008.9,12.9,0,"SE",1.3,1300
30345,2016,8,16,8,18,31,2,19,30,23.2,1003.5,18.7,0,"NNW",1.5,400
33267,2016,12,16,2,198,264,40,87,2,-4.3,1027.4,-12.2,0,"NE",1,2300
34380,2017,1,31,11,68,69,37,48,46,1.1,1023.4,-23.5,0,"SSW",0.9,1400
28678,2016,6,7,21,84,94,2,23,96,23.1,1005.7,17.6,0,"SW",2,1000
3976,2013,8,13,15,96,103,44.5536,27.5102,124,32.4,997.4,25,0,"SW",2,800
10813,2014,5,25,12,60,283,2,8,92,27.5,1001.5,0.3,0,"NW",5.9,200
10862,2014,5,27,13,13,93,2,7,107,21.6,989.4,10.1,0.6,"NNW",4.3,200
23443,2015,11,2,18,67,95,7,116,2,10.7,1014.7,2,0,"SW",0.7,1000
25964,2016,2,15,19,9,117,2,2,85,1.9,1014.4,-16.6,0,"WNW",5.5,200
13945,2014,10,3,0,101,101,3,86,4,12.2,1010.9,12.2,0,"ENE",1.1,1500
29807,2016,7,24,22,63,63,2,64,54,28,1001.4,25.6,0,"ESE",0.6,1200
26599,2016,3,13,6,7,12,4,6,89,2.4,1017.1,-14.7,0,"NE",2.1,300
9051,2014,3,13,2,3,5,2,10,83,1,1017.6,-17.9,0,"W",1,300
6777,2013,12,8,8,356,373,68,104,1,3.4,1017.1,0.3,0,"NE",1.3,4700
33504,2016,12,25,23,159,174,48,107,2,0.9,1025.1,-5.4,0,"ENE",1,3000
27339,2016,4,13,2,101,130,5,109,2,9,1000,7.3,0,"N",0.4,900
2263,2013,6,3,6,164,128,22,15,77,21,996.2,16.2,0,"W",0.7,1399
19973,2015,6,11,4,35,35,3,46,44,19.6,990.6,11.4,0,"WNW",1.6,500
24255,2015,12,6,14,181,211,49,131,7,3.9,1024.1,-3.9,0,"E",1.2,3100
16108,2015,1,1,3,7,23,13,30,38,-4,1028,-22.6,0,"N",1.4,500
28822,2016,6,13,21,44,44,2,21,94,19.5,998,17.5,0,"N",1.1,500
21684,2015,8,21,11,8,8,5,17,111,29.6,1001.9,11.6,0,"S",1,400
5098,2013,9,29,9,184,198,5,47,8,17.2,1015.7,13.9,0,"NW",1.2,1400
30133,2016,8,7,12,20,20,2,14,85,28.3,1004.9,22.8,0,"NNW",1,800
10557,2014,5,14,20,5,104,3,46,66,18.9,999.8,-3.3,0,"WSW",1.7,400
21519,2015,8,14,14,19,19,2,9,106,31.6,997.8,12.4,0,"N",2.3,500
32990,2016,12,4,13,98,101,37,83,12,8.5,1009.6,-6.1,0,"NNE",1.2,2000
5753,2013,10,26,16,55,89,13,65,57.4056,15.8,1010.4,-0.9,0,"SE",1.1,700
14132,2014,10,10,19,320,320,11,71,85,17.9,1011.6,14.4,0,"SE",0.5,2800
